,True Classes,Predicted Classes
1096,T-shirt/top,T-shirt/top
1097,Sandal,Trouser
1098,Sneaker,Ankle boot
1099,Dress,Dress
1100,Ankle boot,Ankle boot
1101,Sandal,Sandal
1102,Sandal,Sandal
1103,Sneaker,Trouser
1104,Coat,Pullover
1105,Shirt,Coat
1106,Ankle boot,Ankle boot
1107,T-shirt/top,Bag
1108,Bag,Trouser
1109,Shirt,Pullover
1110,Dress,Dress
1111,Bag,Bag
1112,Sneaker,Ankle boot
1113,T-shirt/top,T-shirt/top
1114,T-shirt/top,Coat
1115,Trouser,Trouser
1116,Bag,Bag
1117,Dress,Bag
1118,Sneaker,T-shirt/top
1119,Bag,Bag
1120,Pullover,T-shirt/top
1121,Coat,Coat
1122,Bag,Pullover
1123,Shirt,Coat
1124,Bag,Bag
1125,Sneaker,Ankle boot
1126,Sandal,Sandal
1127,Sneaker,Sneaker
1128,Sandal,Ankle boot
1129,Shirt,Bag
1130,Sandal,Sandal
1131,Coat,Pullover
1132,Coat,Shirt
1133,Trouser,Trouser
1134,Sneaker,Sneaker
1135,Coat,Shirt
1136,Ankle boot,Ankle boot
1137,Trouser,Pullover
1138,Dress,Dress
1139,Bag,Coat
1140,Trouser,Trouser
1141,Ankle boot,Ankle boot
1142,Sneaker,Sneaker
1143,Sandal,Ankle boot
1144,Sneaker,Sneaker
1145,Bag,Coat
1146,Ankle boot,Ankle boot
1147,Shirt,Sneaker
1148,Sandal,Sandal
1149,Pullover,Bag
1150,Trouser,Trouser
1151,Coat,Bag
1152,Sandal,Sandal
1153,Bag,Sneaker
1154,Shirt,Trouser
1155,Coat,Pullover
1156,Ankle boot,Ankle boot
1157,T-shirt/top,Sneaker
1158,Ankle boot,Ankle boot
1159,Coat,Bag
1160,Sandal,Ankle boot
1161,Sandal,Sandal
1162,Coat,Shirt
1163,Shirt,Dress
1164,Sandal,T-shirt/top
1165,Sandal,T-shirt/top
1166,Sneaker,Ankle boot
1167,Sandal,Sandal
1168,Shirt,Pullover
1169,Sandal,Sandal
1170,T-shirt/top,T-shirt/top
1171,Sandal,Sneaker
1172,Bag,Pullover
1173,Ankle boot,Ankle boot
1174,Shirt,Bag
1175,Dress,T-shirt/top
1176,Ankle boot,Ankle boot
1177,Shirt,Coat
1178,T-shirt/top,T-shirt/top
1179,Sandal,Ankle boot
1180,Shirt,Coat
1181,Coat,Trouser
1182,Ankle boot,Ankle boot
1183,Dress,Sneaker
1184,Pullover,Trouser
1185,Trouser,Trouser
1186,Ankle boot,Ankle boot
1187,Sneaker,Sneaker
1188,Sneaker,Trouser
1189,Pullover,Trouser
1190,Sneaker,Sandal
1191,T-shirt/top,T-shirt/top
1192,Dress,T-shirt/top
1193,Sneaker,Sneaker
1194,Sneaker,Ankle boot
1195,T-shirt/top,Sneaker
1196,Coat,Bag
1197,Shirt,Pullover
1198,Coat,Bag
1199,Sandal,Sandal
1200,Sandal,Ankle boot
1201,Coat,Pullover
1202,Pullover,Bag
1203,Ankle boot,Sandal
1204,Pullover,Trouser
1205,Bag,Bag
1206,Bag,Bag
1207,Coat,Coat
1208,Shirt,Pullover
1209,T-shirt/top,Pullover
1210,Coat,Trouser
1211,Shirt,Dress
1212,Pullover,Dress
1213,Ankle boot,Ankle boot
1214,Sandal,Sandal
1215,Sneaker,Sneaker
1216,Pullover,Bag
1217,Sandal,Sandal
1218,Trouser,Bag
1219,Shirt,Coat
1220,Shirt,Coat
1221,Dress,Pullover
1222,Ankle boot,Trouser
1223,Bag,Bag
1224,Sneaker,Sneaker
1225,Sandal,Bag
1226,T-shirt/top,Bag
1227,Shirt,T-shirt/top
1228,Coat,Coat
1229,Ankle boot,Ankle boot
1230,Pullover,Coat
1231,Bag,Bag
1232,Pullover,Pullover
1233,T-shirt/top,T-shirt/top
1234,Shirt,Sneaker
1235,Shirt,Pullover
1236,Pullover,T-shirt/top
1237,T-shirt/top,T-shirt/top
1238,Pullover,Bag
1239,Ankle boot,Bag
1240,Ankle boot,Ankle boot
1241,Ankle boot,Ankle boot
1242,Ankle boot,Bag
1243,Shirt,Coat
1244,Trouser,Bag
1245,T-shirt/top,Pullover
1246,Ankle boot,Ankle boot
1247,Bag,Trouser
1248,Bag,Dress
1249,Bag,Pullover
1250,Sneaker,Sneaker
1251,Shirt,T-shirt/top
1252,Sandal,Sandal
1253,Dress,T-shirt/top
1254,Pullover,Coat
1255,T-shirt/top,Sandal
1256,Coat,Coat
1257,Sneaker,Sneaker
1258,Ankle boot,Ankle boot
1259,Trouser,Trouser
1260,Bag,Bag
1261,Sandal,Sandal
1262,Ankle boot,Bag
1263,Sandal,Sandal
1264,Shirt,T-shirt/top
1265,Trouser,Trouser
1266,Sneaker,Trouser
1267,Dress,Dress
1268,Shirt,Bag
1269,Sandal,Sandal
1270,Trouser,Trouser
1271,Shirt,Pullover
1272,Bag,Bag
1273,Ankle boot,Ankle boot
1274,Shirt,Trouser
1275,Shirt,Sandal
1276,T-shirt/top,Pullover
1277,Ankle boot,Ankle boot
1278,Sneaker,T-shirt/top
1279,Dress,Trouser
1280,Bag,Ankle boot
1281,Shirt,Ankle boot
1282,Pullover,Pullover
1283,Pullover,T-shirt/top
1284,Sneaker,Sneaker
1285,Shirt,T-shirt/top
1286,Bag,Pullover
1287,Dress,Sneaker
1288,Sandal,Sandal
1289,Pullover,Pullover
1290,Pullover,Coat
1291,Ankle boot,Ankle boot
1292,Pullover,Coat
1293,Pullover,Pullover
1294,T-shirt/top,T-shirt/top
1295,T-shirt/top,Sandal
1296,Trouser,Sandal
1297,T-shirt/top,Sandal
1298,T-shirt/top,T-shirt/top
1299,Sandal,Sandal
1300,Coat,Sandal
1301,Sneaker,Ankle boot
1302,Shirt,Coat
1303,Dress,Ankle boot
1304,T-shirt/top,Trouser
1305,Trouser,Trouser
1306,Shirt,Coat
1307,Ankle boot,Ankle boot
1308,Shirt,Sandal
1309,Pullover,T-shirt/top
1310,T-shirt/top,Sandal
1311,Sandal,Sneaker
1312,T-shirt/top,T-shirt/top
1313,Pullover,Pullover
1314,Pullover,Sneaker
1315,Shirt,Trouser
1316,Shirt,Sneaker
1317,T-shirt/top,T-shirt/top
1318,Sandal,Sandal
1319,Dress,Pullover
1320,Coat,Coat
1321,Coat,Coat
1322,Coat,Pullover
1323,Sneaker,Dress
1324,Shirt,T-shirt/top
1325,Ankle boot,Bag
1326,Pullover,Sneaker
1327,T-shirt/top,Sandal
1328,Sneaker,Sneaker
1329,T-shirt/top,Sandal
1330,T-shirt/top,T-shirt/top
1331,Shirt,Pullover
1332,Bag,Bag
1333,Pullover,Trouser
1334,Shirt,Coat
1335,T-shirt/top,Bag
1336,Dress,Ankle boot
1337,Coat,Pullover
1338,Coat,T-shirt/top
1339,Bag,Bag
1340,Pullover,Pullover
1341,T-shirt/top,T-shirt/top
1342,Shirt,Coat
1343,Dress,Trouser
1344,Ankle boot,Sandal
1345,Bag,Dress
1346,Ankle boot,Ankle boot
1347,Coat,Pullover
1348,Trouser,Trouser
1349,Sandal,Sandal
1350,T-shirt/top,Dress
1351,Dress,Trouser
1352,Dress,T-shirt/top
1353,Coat,Coat
1354,Coat,Coat
1355,Ankle boot,Ankle boot
1356,Shirt,Bag
1357,Pullover,Pullover
1358,Sandal,Sandal
1359,T-shirt/top,T-shirt/top
1360,Ankle boot,Sandal
1361,Coat,Ankle boot
1362,T-shirt/top,T-shirt/top
1363,Coat,Pullover
1364,Ankle boot,Ankle boot
1365,T-shirt/top,T-shirt/top
1366,Coat,Pullover
1367,Pullover,Pullover
1368,Pullover,Pullover
1369,Pullover,Pullover
1370,Bag,Bag
1371,Pullover,Coat
1372,Sandal,Sandal
1373,Trouser,Sneaker
1374,Dress,Trouser
1375,Bag,Bag
1376,Dress,Sandal
1377,Bag,Bag
1378,Sandal,Coat
1379,Trouser,Trouser
1380,T-shirt/top,T-shirt/top
1381,Sandal,Sandal
1382,Coat,Pullover
1383,Sandal,Sandal
1384,Shirt,Sandal
1385,Dress,Dress
1386,Dress,Dress
1387,Sneaker,Dress
1388,Sandal,Sandal
1389,Sneaker,Sneaker
1390,Coat,Coat
1391,Sandal,Sandal
1392,Trouser,Trouser
1393,Shirt,Pullover
1394,Trouser,Trouser
1395,Bag,Bag
1396,Sneaker,Sneaker
1397,Trouser,Trouser
1398,Trouser,Trouser
1399,Bag,Pullover
1400,Bag,Bag
1401,T-shirt/top,T-shirt/top
1402,Sandal,Sandal
1403,T-shirt/top,Trouser
1404,Coat,Coat
1405,Pullover,Sandal
1406,Sneaker,Sneaker
1407,Sandal,Sandal
1408,Coat,Coat
1409,Pullover,Pullover
1410,Sandal,Sandal
1411,Coat,Pullover
1412,Shirt,Coat
1413,Ankle boot,Ankle boot
1414,Ankle boot,Ankle boot
1415,Sandal,Sandal
1416,Shirt,Pullover
1417,Dress,Trouser
1418,Dress,Bag
1419,Pullover,Sandal
1420,Sandal,Sandal
1421,Sneaker,Sneaker
1422,Trouser,Trouser
1423,Coat,Coat
1424,Trouser,Trouser
1425,Sandal,Sandal
1426,Coat,Pullover
1427,Coat,Bag
1428,Coat,Bag
1429,Sneaker,Sneaker
1430,Coat,Coat
1431,Sneaker,Sneaker
1432,Trouser,Sneaker
1433,Sandal,Sandal
1434,Shirt,Sandal
1435,Coat,Coat
1436,Pullover,Coat
1437,Ankle boot,Bag
1438,Sneaker,Ankle boot
1439,T-shirt/top,Sneaker
1440,Sneaker,Sneaker
1441,Ankle boot,Bag
1442,Dress,Bag
1443,Pullover,Pullover
1444,Sneaker,Ankle boot
1445,Ankle boot,Ankle boot
1446,Bag,Pullover
1447,Bag,Bag
1448,Sandal,Trouser
1449,Bag,Bag
1450,Pullover,Bag
1451,Trouser,Trouser
1452,Sneaker,Sneaker
1453,Sneaker,Sneaker
1454,Bag,Bag
1455,Shirt,Coat
1456,Sneaker,Sneaker
1457,Sandal,Sandal
1458,T-shirt/top,Shirt
1459,Dress,T-shirt/top
1460,Sandal,Sandal
1461,Shirt,Trouser
1462,Sneaker,Dress
1463,T-shirt/top,Sandal
1464,T-shirt/top,T-shirt/top
1465,Sneaker,Sneaker
1466,Coat,Bag
1467,Coat,Coat
1468,Shirt,Pullover
1469,Bag,Bag
1470,T-shirt/top,T-shirt/top
1471,Shirt,Coat
1472,Sandal,Sandal
1473,Dress,Dress
1474,Dress,Trouser
1475,T-shirt/top,Sandal
1476,Coat,Coat
1477,Bag,Bag
1478,Dress,Dress
1479,Ankle boot,Ankle boot
1480,Ankle boot,Ankle boot
1481,Pullover,Coat
1482,Sneaker,Sneaker
1483,Ankle boot,Ankle boot
1484,T-shirt/top,T-shirt/top
1485,Coat,Sandal
1486,Ankle boot,Ankle boot
1487,Shirt,Pullover
1488,Pullover,Ankle boot
1489,Bag,Bag
1490,Coat,Pullover
1491,Trouser,Sandal
1492,Coat,Coat
1493,Sandal,Sandal
1494,Bag,Bag
1495,Sneaker,Ankle boot
1496,Trouser,Trouser
1497,Trouser,Trouser
1498,Shirt,Pullover
1499,Bag,Bag
1500,Bag,Sandal
1501,Dress,Shirt
1502,Ankle boot,Sneaker
1503,Sandal,Sandal
1504,Coat,Pullover
1505,Shirt,Bag
1506,Sneaker,Sneaker
1507,Dress,Trouser
1508,Shirt,Dress
1509,Pullover,Trouser
1510,Coat,Coat
1511,Pullover,Ankle boot
1512,Shirt,Trouser
1513,Pullover,T-shirt/top
1514,Trouser,Sneaker
1515,Shirt,Coat
1516,Bag,Bag
1517,Pullover,Shirt
1518,Dress,Dress
1519,T-shirt/top,Sandal
1520,Coat,Pullover
1521,Pullover,Pullover
1522,T-shirt/top,T-shirt/top
1523,Dress,Dress
1524,Sandal,Ankle boot
1525,Shirt,Sandal
1526,Shirt,Bag
1527,Coat,Coat
1528,Pullover,Coat
1529,Coat,Coat
1530,Dress,Bag
1531,Trouser,Trouser
1532,Sneaker,Bag
1533,Sandal,Dress
1534,Ankle boot,Ankle boot
1535,Shirt,Pullover
1536,Coat,Pullover
1537,Sneaker,Ankle boot
1538,Dress,Sneaker
1539,Dress,Coat
1540,Dress,Trouser
1541,Dress,Dress
1542,Sneaker,Ankle boot
1543,T-shirt/top,T-shirt/top
1544,Sneaker,Sandal
1545,Sneaker,Sneaker
1546,T-shirt/top,T-shirt/top
1547,Sandal,Sandal
1548,T-shirt/top,T-shirt/top
1549,Sneaker,Coat
1550,Bag,Dress
1551,Pullover,Bag
1552,Coat,Coat
1553,Sneaker,Ankle boot
1554,Coat,Coat
1555,Shirt,Sandal
1556,Coat,Sandal
1557,Ankle boot,Ankle boot
1558,Trouser,Trouser
1559,Coat,Pullover
1560,Coat,Pullover
1561,Shirt,Pullover
1562,Pullover,Coat
1563,Coat,Coat
1564,T-shirt/top,Coat
1565,Pullover,Bag
1566,Ankle boot,Ankle boot
1567,T-shirt/top,T-shirt/top
1568,Dress,Pullover
1569,Bag,Pullover
1570,Shirt,T-shirt/top
1571,Trouser,Trouser
1572,Dress,Dress
1573,Coat,Coat
1574,Bag,Bag
1575,Ankle boot,Ankle boot
1576,Shirt,Coat
1577,Ankle boot,T-shirt/top
1578,Shirt,Pullover
1579,Pullover,Bag
1580,Sandal,Sandal
1581,Sneaker,Ankle boot
1582,Coat,Bag
1583,Sandal,Sandal
1584,Shirt,Coat
1585,Pullover,Bag
1586,Shirt,T-shirt/top
1587,Shirt,Pullover
1588,Bag,Bag
1589,Bag,Bag
1590,Sandal,Sandal
1591,Shirt,Bag
1592,Bag,Bag
1593,T-shirt/top,Bag
1594,T-shirt/top,T-shirt/top
1595,Ankle boot,Ankle boot
1596,Sandal,Coat
1597,Ankle boot,Ankle boot
1598,T-shirt/top,T-shirt/top
1599,Sandal,Sneaker
1600,Dress,Bag
1601,Dress,T-shirt/top
1602,Ankle boot,Trouser
1603,Shirt,Dress
1604,Pullover,Bag
1605,Sandal,Sandal
1606,Bag,Sneaker
1607,Shirt,Sandal
1608,Sneaker,Trouser
1609,Sneaker,Sneaker
1610,T-shirt/top,T-shirt/top
1611,Ankle boot,Ankle boot
1612,Ankle boot,Ankle boot
1613,Bag,Sandal
1614,Sneaker,Bag
1615,T-shirt/top,T-shirt/top
1616,Shirt,Pullover
1617,Pullover,Bag
1618,Sandal,Sandal
1619,T-shirt/top,Dress
1620,Bag,Bag
1621,Coat,Coat
1622,Dress,Coat
1623,Ankle boot,Ankle boot
1624,Dress,Sneaker
1625,T-shirt/top,T-shirt/top
1626,Dress,T-shirt/top
1627,Pullover,Pullover
1628,Trouser,Trouser
1629,Bag,Bag
1630,Ankle boot,Ankle boot
1631,T-shirt/top,T-shirt/top
1632,Sneaker,Ankle boot
1633,Trouser,Trouser
1634,Shirt,Pullover
1635,Pullover,Ankle boot
1636,Shirt,Coat
1637,Pullover,Pullover
1638,Coat,Bag
1639,Trouser,Trouser
1640,Trouser,Trouser
1641,Coat,Ankle boot
1642,T-shirt/top,T-shirt/top
1643,Ankle boot,Ankle boot
1644,Coat,Coat
1645,Pullover,Coat
1646,Ankle boot,Bag
1647,Dress,Bag
1648,Dress,Trouser
1649,Dress,Bag
1650,Trouser,Trouser
1651,Sneaker,Sneaker
1652,T-shirt/top,T-shirt/top
1653,Shirt,T-shirt/top
1654,Shirt,Coat
1655,Ankle boot,Ankle boot
1656,Sneaker,Sneaker
1657,Trouser,Trouser
1658,T-shirt/top,T-shirt/top
1659,Coat,Coat
1660,Ankle boot,Ankle boot
1661,Trouser,Trouser
1662,T-shirt/top,Trouser
1663,Sandal,Trouser
1664,Pullover,Bag
1665,Trouser,Trouser
1666,Sandal,Ankle boot
1667,Dress,Trouser
1668,Ankle boot,Bag
1669,Pullover,Shirt
1670,Bag,Bag
1671,Sneaker,Sneaker
1672,Coat,Coat
1673,Ankle boot,Ankle boot
1674,Coat,Coat
1675,Ankle boot,Ankle boot
1676,T-shirt/top,T-shirt/top
1677,Coat,Coat
1678,T-shirt/top,T-shirt/top
1679,Trouser,Trouser
1680,Pullover,Sandal
1681,Dress,T-shirt/top
1682,Sneaker,Sneaker
1683,Shirt,Pullover
1684,Ankle boot,Ankle boot
1685,Dress,Dress
1686,Dress,T-shirt/top
1687,T-shirt/top,T-shirt/top
1688,Sandal,Sandal
1689,T-shirt/top,Shirt
1690,Dress,T-shirt/top
1691,Bag,Bag
1692,Dress,T-shirt/top
1693,Shirt,T-shirt/top
1694,Sandal,Sandal
1695,Ankle boot,Ankle boot
1696,Trouser,Trouser
1697,T-shirt/top,Sandal
1698,Dress,Trouser
1699,Shirt,T-shirt/top
1700,Sneaker,Sneaker
1701,T-shirt/top,T-shirt/top
1702,Ankle boot,Ankle boot
1703,Sneaker,Ankle boot
1704,Pullover,T-shirt/top
1705,Sneaker,Bag
1706,Coat,Coat
1707,Pullover,Pullover
1708,Trouser,Trouser
1709,Ankle boot,Ankle boot
1710,Sneaker,Sneaker
1711,Pullover,Pullover
1712,Bag,T-shirt/top
1713,Dress,Trouser
1714,T-shirt/top,Ankle boot
1715,Pullover,Pullover
1716,Sneaker,Bag
1717,Dress,Trouser
1718,T-shirt/top,T-shirt/top
1719,Dress,Bag
1720,T-shirt/top,Bag
1721,Sandal,Sandal
1722,Bag,T-shirt/top
1723,Shirt,T-shirt/top
1724,Ankle boot,Ankle boot
1725,Ankle boot,Sneaker
1726,Sandal,Sandal
1727,Shirt,Pullover
1728,Pullover,Coat
1729,T-shirt/top,T-shirt/top
1730,Dress,Trouser
1731,T-shirt/top,Dress
1732,Coat,Trouser
1733,Ankle boot,Ankle boot
1734,Pullover,Coat
1735,Coat,Sandal
1736,Bag,Bag
1737,Shirt,Pullover
1738,Coat,Sandal
1739,Ankle boot,T-shirt/top
1740,Ankle boot,Ankle boot
1741,T-shirt/top,Bag
1742,Sandal,Sandal
1743,Sandal,Sneaker
1744,Sandal,Bag
1745,Dress,Trouser
1746,Ankle boot,Ankle boot
1747,Coat,Coat
1748,T-shirt/top,Dress
1749,Coat,Coat
1750,Dress,Dress
1751,Ankle boot,Ankle boot
1752,Shirt,Pullover
1753,Sneaker,Trouser
1754,Sneaker,Sneaker
1755,Bag,T-shirt/top
1756,Coat,Coat
1757,Dress,Pullover
1758,Sandal,Sandal
1759,Trouser,T-shirt/top
1760,Pullover,Coat
1761,Sneaker,Sneaker
1762,Shirt,Dress
1763,Ankle boot,Ankle boot
1764,Shirt,Coat
1765,Sneaker,Ankle boot
1766,Dress,Trouser
1767,Sandal,Sandal
1768,Ankle boot,Ankle boot
1769,Shirt,Coat
1770,Sneaker,Trouser
1771,Ankle boot,Ankle boot
1772,Dress,Ankle boot
1773,Coat,Coat
1774,Shirt,Trouser
1775,Pullover,Pullover
1776,Coat,Sandal
1777,Sneaker,Bag
1778,Ankle boot,Ankle boot
1779,Sandal,Trouser
1780,Bag,Bag
1781,T-shirt/top,T-shirt/top
1782,Dress,Dress
1783,Sandal,Sandal
1784,Dress,Trouser
1785,Trouser,Trouser
1786,Bag,Pullover
1787,Bag,Sandal
1788,Pullover,Coat
1789,Sneaker,Sneaker
1790,Sandal,Sandal
1791,Pullover,Coat
1792,Sneaker,Sneaker
1793,Dress,Trouser
1794,Dress,Dress
1795,Sandal,Sandal
1796,Ankle boot,Ankle boot
1797,Shirt,T-shirt/top
1798,Sandal,Bag
1799,Pullover,Coat
1800,Shirt,Bag
1801,Dress,Trouser
1802,Coat,Coat
1803,Coat,Coat
1804,Pullover,Pullover
1805,Ankle boot,Ankle boot
1806,Bag,Sneaker
1807,T-shirt/top,T-shirt/top
1808,Shirt,Bag
1809,Coat,Pullover
1810,Trouser,Dress
1811,Ankle boot,Ankle boot
1812,Bag,Pullover
1813,Bag,Bag
1814,T-shirt/top,T-shirt/top
1815,Dress,Trouser
1816,Bag,Bag
1817,Shirt,Dress
1818,Sneaker,Dress
1819,Sandal,Sandal
1820,Ankle boot,Ankle boot
1821,Sandal,Sandal
1822,Trouser,Trouser
1823,Dress,Coat
1824,Dress,Pullover
1825,Coat,Coat
1826,Coat,Pullover
1827,Trouser,Trouser
1828,T-shirt/top,T-shirt/top
1829,Sneaker,Sneaker
1830,Pullover,Coat
1831,Sandal,Sandal
1832,Pullover,Coat
1833,Sandal,Sneaker
1834,Bag,Bag
1835,Bag,Coat
1836,Sandal,Trouser
1837,Dress,Dress
1838,Coat,Coat
1839,Ankle boot,Ankle boot
1840,Sandal,Sandal
1841,Bag,Bag
1842,Sneaker,Sneaker
1843,Shirt,T-shirt/top
1844,Coat,Coat
1845,Pullover,Coat
1846,Bag,Bag
1847,Ankle boot,Ankle boot
1848,T-shirt/top,T-shirt/top
1849,Dress,Trouser
1850,T-shirt/top,T-shirt/top
1851,Shirt,Sneaker
1852,Sandal,Sandal
1853,T-shirt/top,Dress
1854,Sandal,Sandal
1855,Shirt,T-shirt/top
1856,Dress,Dress
1857,Trouser,Trouser
1858,Sandal,Sneaker
1859,Sandal,Sandal
1860,Dress,Ankle boot
1861,Coat,Pullover
1862,T-shirt/top,T-shirt/top
1863,Ankle boot,Ankle boot
1864,Pullover,Pullover
1865,Coat,Pullover
1866,Ankle boot,Ankle boot
1867,T-shirt/top,T-shirt/top
1868,T-shirt/top,Dress
1869,Dress,Bag
1870,Sandal,Sandal
1871,T-shirt/top,Bag
1872,Bag,Bag
1873,T-shirt/top,Sneaker
1874,Sandal,Sandal
1875,Shirt,T-shirt/top
1876,Trouser,Trouser
1877,Dress,Trouser
1878,Shirt,Shirt
1879,Pullover,Dress
1880,Bag,Bag
1881,Dress,Trouser
1882,Bag,Pullover
1883,Pullover,Pullover
1884,Ankle boot,Sneaker
1885,Pullover,Shirt
1886,Bag,Bag
1887,Sneaker,Sneaker
1888,Ankle boot,Bag
1889,Sneaker,Bag
1890,Shirt,Pullover
1891,Sandal,Trouser
1892,Bag,Shirt
1893,Sneaker,Ankle boot
1894,Coat,Bag
1895,Coat,Sandal
1896,Dress,Sneaker
1897,Bag,Bag
1898,Ankle boot,Bag
1899,Dress,Bag
1900,Bag,T-shirt/top
1901,Dress,Shirt
1902,Trouser,Trouser
1903,T-shirt/top,T-shirt/top
1904,Dress,T-shirt/top
1905,Sneaker,Sneaker
1906,Pullover,Sandal
1907,Pullover,Sneaker
1908,Sneaker,Ankle boot
1909,Dress,Bag
1910,Dress,T-shirt/top
1911,Coat,Dress
1912,Ankle boot,Ankle boot
1913,T-shirt/top,T-shirt/top
1914,Pullover,Dress
1915,Coat,Pullover
1916,T-shirt/top,T-shirt/top
1917,T-shirt/top,T-shirt/top
1918,Sandal,Sandal
1919,Trouser,Trouser
1920,Pullover,Pullover
1921,Coat,Sandal
1922,T-shirt/top,Bag
1923,Ankle boot,Coat
1924,Sneaker,Ankle boot
1925,Dress,Dress
1926,Ankle boot,Ankle boot
1927,Dress,Bag
1928,Bag,Bag
1929,Trouser,Trouser
1930,Dress,Sneaker
1931,Coat,Coat
1932,Ankle boot,Ankle boot
1933,Dress,Dress
1934,Dress,Dress
1935,Pullover,Pullover
1936,Sandal,Trouser
1937,Trouser,Sneaker
1938,Trouser,Trouser
1939,Sneaker,Sandal
1940,Bag,Bag
1941,T-shirt/top,T-shirt/top
1942,Shirt,Coat
1943,Pullover,Coat
1944,Ankle boot,Ankle boot
1945,Dress,Trouser
1946,Pullover,Bag
1947,Sandal,Sandal
1948,T-shirt/top,T-shirt/top
1949,Bag,Bag
1950,Coat,Coat
1951,T-shirt/top,Coat
1952,Coat,Coat
1953,T-shirt/top,Dress
1954,Sneaker,Sneaker
1955,T-shirt/top,T-shirt/top
1956,Bag,Pullover
1957,Sandal,Trouser
1958,Shirt,Trouser
1959,T-shirt/top,T-shirt/top
1960,Shirt,Dress
1961,Bag,Bag
1962,T-shirt/top,T-shirt/top
1963,T-shirt/top,T-shirt/top
1964,Shirt,Dress
1965,Sneaker,Ankle boot
1966,Ankle boot,Ankle boot
1967,Shirt,Pullover
1968,Shirt,Coat
1969,T-shirt/top,Dress
1970,Shirt,Dress
1971,Dress,Dress
1972,Dress,Trouser
1973,Coat,Pullover
1974,Dress,Sneaker
1975,Dress,Dress
1976,Ankle boot,Ankle boot
1977,Sneaker,Trouser
1978,Ankle boot,Ankle boot
1979,Sneaker,Sneaker
1980,Coat,Trouser
1981,Pullover,Pullover
1982,Bag,Bag
1983,Sneaker,Ankle boot
1984,Sandal,Sandal
1985,Sandal,Trouser
1986,Sandal,Bag
1987,Bag,Bag
1988,Bag,Bag
1989,Ankle boot,Ankle boot
1990,Bag,Bag
1991,Dress,Bag
1992,Pullover,Pullover
1993,Shirt,Coat
1994,Pullover,Pullover
1995,T-shirt/top,T-shirt/top
1996,Shirt,Coat
1997,Shirt,Sneaker
1998,Pullover,Pullover
1999,Sandal,Dress
2000,Bag,Bag
2001,Dress,Pullover
2002,Sandal,Sneaker
2003,Shirt,Sandal
2004,Sneaker,Sneaker
2005,Pullover,Coat
2006,Ankle boot,Ankle boot
2007,Dress,Trouser
2008,T-shirt/top,T-shirt/top
2009,Pullover,Coat
2010,Sneaker,Dress
2011,Bag,Trouser
2012,T-shirt/top,Sneaker
2013,Ankle boot,Ankle boot
2014,Shirt,Pullover
2015,Trouser,Trouser
2016,Sneaker,Sneaker
2017,Shirt,Pullover
2018,Dress,Sneaker
2019,Sandal,Sandal
2020,T-shirt/top,Bag
2021,Dress,Sneaker
2022,Shirt,Sandal
2023,Sneaker,Ankle boot
2024,Ankle boot,Ankle boot
2025,Ankle boot,Ankle boot
2026,Ankle boot,Ankle boot
2027,T-shirt/top,T-shirt/top
2028,Dress,Dress
2029,Shirt,Pullover
2030,Dress,Sneaker
2031,Coat,Coat
2032,Ankle boot,Ankle boot
2033,T-shirt/top,Bag
2034,T-shirt/top,Dress
2035,Shirt,Coat
2036,T-shirt/top,Trouser
2037,Trouser,Pullover
2038,Pullover,Coat
2039,Bag,Sandal
2040,Pullover,Bag
2041,T-shirt/top,T-shirt/top
2042,T-shirt/top,Sandal
2043,Bag,Bag
2044,Coat,Trouser
2045,T-shirt/top,Bag
2046,Coat,Coat
2047,Pullover,Dress
2048,Ankle boot,Ankle boot
2049,Ankle boot,Ankle boot
2050,Sandal,Sandal
2051,Pullover,Pullover
2052,Trouser,Coat
2053,Coat,Coat
2054,Sneaker,Ankle boot
2055,Dress,Sandal
2056,Sandal,Sandal
2057,Dress,T-shirt/top
2058,Sandal,Sandal
2059,Shirt,T-shirt/top
2060,Ankle boot,Bag
2061,Sneaker,Ankle boot
2062,Coat,Coat
2063,Sandal,Trouser
2064,Dress,Dress
2065,Pullover,Bag
2066,Ankle boot,Ankle boot
2067,Coat,Coat
2068,Pullover,Bag
2069,Bag,Bag
2070,T-shirt/top,Bag
2071,Dress,Pullover
2072,Bag,Bag
2073,Trouser,Trouser
2074,Shirt,Coat
2075,Coat,T-shirt/top
2076,Bag,Bag
2077,T-shirt/top,Sneaker
2078,Dress,Dress
2079,Coat,Trouser
2080,Sandal,Sandal
2081,Ankle boot,Trouser
2082,Ankle boot,Sneaker
2083,Bag,Bag
2084,Shirt,Pullover
2085,Dress,Dress
2086,Dress,T-shirt/top
2087,Pullover,Coat
2088,Trouser,Bag
2089,Coat,Coat
2090,Shirt,Sneaker
2091,Ankle boot,Dress
2092,Sandal,Sandal
2093,Shirt,Sneaker
2094,Sandal,Sandal
2095,Sneaker,Sneaker
2096,Pullover,Coat
2097,Coat,Dress
2098,Bag,Bag
2099,T-shirt/top,T-shirt/top
2100,T-shirt/top,T-shirt/top
2101,Sneaker,Ankle boot
2102,Sneaker,Sneaker
2103,Bag,Bag
2104,Dress,Sneaker
2105,Coat,Coat
2106,Trouser,Trouser
2107,Coat,Sneaker
2108,Coat,Pullover
2109,Bag,Bag
2110,Coat,Pullover
2111,Dress,Sneaker
2112,T-shirt/top,T-shirt/top
2113,Bag,Bag
2114,Pullover,Coat
2115,Sandal,Sandal
